Time,PacketsReceived,ACKsReceived,PacketsLost,Goodput(kbit/s)
0,-1,-1,-1,-1
1,0,0,0,0
2,0,0,0,0
3,770,17,0,8365.312
4,2365,10,0,26128.8
5,2361,10,0,26091.68
6,2355,10,0,26019.68
7,2356,9,0,26043.008
8,2358,10,0,26050.24
9,2369,10,0,26176.8
10,2352,10,0,25989.12
11,2359,10,0,26062.24
12,2364,10,0,26122.24
13,2360,10,0,26074.24
14,2356,10,0,26031.68
15,2354,10,0,26013.12
16,2362,10,0,26098.24
17,2359,10,0,26062.24
18,2347,10,0,25934.56
19,2353,10,0,25995.68
20,2350,10,0,25965.12
21,2359,10,0,26067.68
22,2364,10,0,26116.8
23,2369,9,0,26188.128
24,2352,10,0,25989.12
25,2362,10,0,26098.24
26,2358,10,0,26050.24
27,2340,10,0,25856
28,2353,10,0,25995.68
29,2365,10,0,26134.24
30,2330,10,0,25741.44
31,2354,10,0,26013.12
32,2343,10,0,25886.56
33,2357,10,0,26043.68
34,2350,10,0,25965.12
35,2367,10,0,26152.8
36,2349,10,0,25953.12
37,2356,10,0,26031.68
38,2361,10,0,26086.24
39,2356,10,0,26031.68
40,2360,9,0,26085.568
41,2358,10,0,26055.68
42,2345,10,0,25910.56
43,2365,10,0,26128.8
44,2357,10,0,26043.68
45,2350,10,0,25965.12
46,2352,10,0,25989.12
47,2355,10,0,26019.68
48,2357,10,0,26043.68
49,2345,10,0,25910.56
50,2349,11,0,25941.344
51,2343,10,0,25886.56
52,2357,10,0,26043.68
53,2370,10,0,26188.8
54,2358,10,0,26050.24
55,2343,10,0,25886.56
56,2359,9,0,26079.008
57,2354,10,0,26007.68
58,2351,10,0,25977.12
59,2362,10,0,26098.24
60,2358,10,0,26055.68
61,2355,10,0,26019.68
62,2353,10,0,25995.68
63,2364,10,0,26122.24
64,2356,10,0,26031.68
65,2366,10,0,26140.8
66,2352,10,0,25989.12
67,2353,10,0,25995.68
68,2352,10,0,25989.12
69,2364,10,0,26122.24
70,2367,10,0,26152.8
71,2362,10,0,26098.24
72,2358,10,0,26055.68
73,2361,9,0,26097.568
74,2348,10,0,25941.12
75,2369,10,0,26176.8
76,2365,10,0,26128.8
77,2354,10,0,26013.12
78,2353,10,0,25995.68
79,2360,10,0,26074.24
80,2368,10,0,26164.8
81,2357,10,0,26043.68
82,2364,10,0,26122.24
83,2372,10,0,26207.36
84,2364,10,0,26122.24
85,2360,10,0,26074.24
86,2362,10,0,26098.24
87,2356,10,0,26031.68
88,2357,10,0,26043.68
89,2368,10,0,26164.8
90,2359,10,0,26067.68
91,2345,9,0,25916.448
92,2367,10,0,26152.8
93,2365,10,0,26134.24
94,2358,10,0,26055.68
95,2366,10,0,26140.8
96,2355,10,0,26019.68
97,2363,11,0,26098.464
98,2359,10,0,26067.68
99,2367,10,0,26152.8
100,2358,10,0,26050.24
101,2360,10,0,26079.68
102,2347,10,0,25929.12
103,2354,10,0,26013.12
104,2362,10,0,26098.24
105,2356,10,0,26031.68
106,2352,10,0,25983.68
107,2358,10,0,26055.68
108,2364,10,0,26122.24
109,2353,9,0,26007.008
110,2366,10,0,26140.8
111,2358,10,0,26055.68
112,2355,10,0,26019.68
113,2352,10,0,25989.12
114,2367,10,0,26152.8
115,2367,10,0,26152.8
116,2366,10,0,26140.8
117,2359,10,0,26067.68
118,2367,10,0,26152.8
119,2355,10,0,26019.68
120,2369,10,0,26176.8
121,2362,10,0,26098.24
122,2361,10,0,26086.24
123,2354,10,0,26013.12
124,2351,10,0,25971.68
125,2361,10,0,26091.68
126,2365,10,0,26128.8
127,2355,10,0,26019.68
128,2365,9,0,26145.568
129,2359,10,0,26062.24
130,2354,10,0,26007.68
131,2358,10,0,26055.68
132,2359,10,0,26067.68
133,2353,10,0,25995.68
134,2362,10,0,26098.24
135,2362,10,0,26098.24
136,2366,10,0,26140.8
137,2354,10,0,26013.12
138,2361,10,0,26086.24
139,2350,10,0,25965.12
140,2355,10,0,26019.68
141,2361,10,0,26086.24
142,2371,10,0,26200.8
143,2356,9,0,26043.008
144,2350,11,0,25953.344
145,2365,10,0,26128.8
146,2363,10,0,26110.24
147,2360,10,0,26074.24
148,2362,10,0,26098.24
149,2361,10,0,26091.68
150,2356,10,0,26031.68
151,2334,10,0,25784
152,2350,10,0,25965.12
153,2365,10,0,26134.24
154,2362,10,0,26098.24
155,2347,10,0,25929.12
156,2362,10,0,26098.24
157,2361,10,0,26086.24
158,2358,10,0,26055.68
159,2362,9,0,26109.568
160,2347,10,0,25929.12
161,2369,10,0,26176.8
162,2362,10,0,26098.24
163,2355,10,0,26019.68
164,2355,10,0,26025.12
165,2362,10,0,26098.24
166,2355,10,0,26019.68
167,2360,10,0,26074.24
168,2359,10,0,26067.68
169,2353,10,0,25995.68
170,2352,10,0,25989.12
171,2343,10,0,25886.56
172,2360,10,0,26074.24
173,2357,10,0,26043.68
174,2362,10,0,26098.24
175,2350,9,0,25965.12
176,2353,9,0,26007.008
177,2360,10,0,26079.68
178,2363,10,0,26110.24
179,2361,10,0,26086.24
180,2350,10,0,25965.12
181,2356,10,0,26031.68
182,2364,10,0,26116.8
183,2353,10,0,26001.12
184,2355,10,0,26019.68
185,2354,10,0,26007.68
186,2365,10,0,26134.24
187,2363,10,0,26110.24
188,2354,10,0,26007.68
189,2354,10,0,26007.68
190,2357,10,0,26043.68
