Time,PacketsReceived,ACKsReceived,PacketsLost,Goodput(kbit/s)
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,16,8,0,72.024
5,2473,9,0,27332.32
6,2526,10,0,27919.36
7,2531,10,0,27968.48
8,2530,9,0,27973.248
9,2532,10,0,27985.92
10,2526,10,0,27919.36
11,2536,10,0,28028.48
12,2535,10,0,28016.48
13,2526,10,0,27913.92
14,2529,10,0,27955.36
15,2523,10,0,27883.36
16,2522,10,0,27871.36
17,2539,10,0,28064.48
18,2523,10,0,27883.36
19,2538,10,0,28047.04
20,2515,10,0,27798.24
21,2529,10,0,27949.92
22,2533,10,0,27997.92
23,2535,10,0,28016.48
24,2528,10,0,27937.92
25,2520,9,0,27864.128
26,2529,10,0,27949.92
27,2528,10,0,27937.92
28,2522,10,0,27871.36
29,2535,10,0,28021.92
30,2530,10,0,27961.92
31,2530,10,0,27961.92
32,2522,10,0,27871.36
33,2531,10,0,27973.92
34,2532,11,0,27974.144
35,2527,10,0,27925.92
36,2521,10,0,27864.8
37,2530,10,0,27961.92
38,2520,10,0,27847.36
39,2517,10,0,27816.8
40,2535,10,0,28021.92
41,2525,9,0,27913.248
42,2527,10,0,27931.36
43,2525,10,0,27907.36
44,2531,10,0,27968.48
45,2534,10,0,28009.92
46,2531,10,0,27973.92
47,2526,10,0,27913.92
48,2526,10,0,27919.36
49,2538,10,0,28052.48
50,2522,10,0,27871.36
51,2530,10,0,27961.92
52,2528,10,0,27937.92
53,2527,10,0,27931.36
54,2532,10,0,27980.48
55,2533,10,0,27997.92
56,2534,9,0,28015.808
57,2529,10,0,27949.92
58,2523,10,0,27883.36
59,2531,9,0,27973.92
60,2533,10,0,27997.92
61,2531,10,0,27973.92
62,2528,10,0,27937.92
63,2536,10,0,28028.48
64,2536,11,0,28016.704
65,2523,10,0,27883.36
66,2531,10,0,27973.92
67,2518,10,0,27828.8
68,2535,10,0,28016.48
69,2532,10,0,27985.92
70,2526,10,0,27919.36
71,2533,9,0,27992.48
72,2523,10,0,27894.688
73,2525,10,0,27907.36
74,2535,10,0,28016.48
75,2535,10,0,28016.48
76,2527,10,0,27931.36
77,2535,10,0,28016.48
78,2533,10,0,27992.48
79,2534,10,0,28009.92
80,2529,10,0,27949.92
81,2528,10,0,27937.92
82,2521,10,0,27864.8
83,2525,10,0,27907.36
84,2533,10,0,27992.48
85,2529,10,0,27949.92
86,2527,9,0,27942.688
87,2522,10,0,27871.36
88,2531,9,0,27973.92
89,2537,10,0,28040.48
90,2531,10,0,27968.48
91,2519,10,0,27840.8
92,2521,10,0,27864.8
93,2525,10,0,27907.36
94,2531,11,0,27962.144
95,2520,10,0,27847.36
96,2526,10,0,27919.36
97,2524,10,0,27895.36
98,2522,10,0,27871.36
99,2533,10,0,27997.92
100,2534,10,0,28004.48
101,2535,10,0,28016.48
102,2534,9,0,28015.808
103,2536,10,0,28028.48
104,2533,10,0,27997.92
105,2534,10,0,28004.48
106,2521,10,0,27864.8
107,2528,10,0,27937.92
108,2517,10,0,27816.8
109,2533,10,0,27997.92
110,2524,10,0,27895.36
111,2537,10,0,28040.48
112,2517,10,0,27816.8
113,2534,10,0,28004.48
114,2522,10,0,27871.36
115,2543,10,0,28107.04
116,2521,10,0,27864.8
117,2536,9,0,28039.808
118,2527,10,0,27925.92
119,2533,10,0,27997.92
120,2541,10,0,28083.04
121,2543,10,0,28107.04
122,2519,10,0,27835.36
123,2526,10,0,27919.36
124,2538,11,0,28040.704
125,2530,10,0,27961.92
126,2525,10,0,27907.36
127,2526,10,0,27913.92
128,2538,10,0,28052.48
129,2529,10,0,27949.92
130,2522,10,0,27876.8
131,2527,10,0,27925.92
132,2531,9,0,27985.248
133,2536,10,0,28028.48
134,2541,10,0,28083.04
135,2529,10,0,27949.92
136,2517,10,0,27816.8
137,2533,10,0,27997.92
138,2525,10,0,27907.36
139,2515,10,0,27792.8
140,2526,10,0,27919.36
141,2541,10,0,28083.04
142,2530,10,0,27961.92
143,2528,10,0,27937.92
144,2529,10,0,27949.92
145,2522,10,0,27876.8
146,2522,10,0,27871.36
147,2532,10,0,27985.92
148,2531,10,0,27973.92
149,2529,9,0,27961.248
150,2528,10,0,27937.92
151,2524,10,0,27895.36
152,2527,10,0,27925.92
153,2525,11,0,27895.584
154,2530,10,0,27961.92
155,2515,10,0,27798.24
156,2525,10,0,27907.36
157,2534,10,0,28004.48
158,2533,10,0,27997.92
159,2527,10,0,27925.92
160,2525,10,0,27907.36
161,2534,10,0,28004.48
162,2530,10,0,27961.92
163,2526,10,0,27919.36
164,2526,10,0,27919.36
165,2530,9,0,27967.808
166,2520,10,0,27852.8
167,2523,10,0,27883.36
168,2519,10,0,27840.8
169,2524,10,0,27895.36
170,2534,10,0,28004.48
171,2529,10,0,27955.36
172,2528,10,0,27937.92
173,2532,10,0,27985.92
174,2534,10,0,28004.48
175,2520,10,0,27852.8
176,2524,10,0,27895.36
177,2530,10,0,27961.92
178,2535,10,0,28016.48
179,2523,10,0,27883.36
180,2533,9,0,28003.808
181,2526,10,0,27919.36
182,2539,10,0,28059.04
183,2534,11,0,27998.144
184,2535,10,0,28016.48
185,2520,10,0,27852.8
186,2533,10,0,27992.48
187,2529,10,0,27949.92
188,2539,10,0,28064.48
189,2529,10,0,27949.92
190,2523,10,0,27883.36
191,2523,10,0,27883.36
192,2527,10,0,27931.36
193,2527,10,0,27925.92
194,2532,10,0,27985.92
195,2522,10,0,27871.36
196,2522,9,0,27888.128
197,2527,10,0,27925.92
198,2523,10,0,27883.36
199,2536,10,0,28028.48
200,2537,10,0,28040.48
201,2541,10,0,28083.04
202,2533,10,0,27997.92
203,2522,10,0,27871.36
204,2525,10,0,27907.36
205,2540,10,0,28071.04
206,2537,10,0,28040.48
207,2530,10,0,27961.92
208,2524,10,0,27895.36
209,2529,10,0,27949.92
210,2525,10,0,27907.36
211,2520,10,0,27852.8
212,2533,10,0,27992.48
213,2526,10,0,27918.912
214,2529,10,0,27949.92
215,2533,10,0,27997.92
216,2532,10,0,27980.48
217,2527,10,0,27931.36
218,2525,10,0,27907.36
219,2529,10,0,27949.92
220,2533,10,0,27992.48
221,2534,10,0,28009.92
222,2532,10,0,27980.48
223,2530,10,0,27961.92
224,2533,10,0,27997.92
225,2526,10,0,27913.92
226,2519,10,0,27840.8
227,2538,10,0,28052.48
228,2520,10,0,27852.8
229,2528,9,0,27949.248
230,2523,10,0,27883.36
231,2535,10,0,28016.48
232,2539,10,0,28064.48
233,2531,10,0,27968.48
234,2530,10,0,27961.92
235,2527,10,0,27931.36
236,2533,10,0,27992.48
237,2528,10,0,27943.36
238,2527,10,0,27925.92
239,2528,10,0,27943.36
240,2541,10,0,28083.04
241,2528,10,0,27937.92
242,2535,10,0,28016.48
243,2529,11,0,27943.584
244,2526,9,0,27913.92
245,2531,10,0,27985.248
246,2528,10,0,27937.92
247,2538,9,0,28052.48
248,2523,10,0,27883.36
249,2538,10,0,28052.48
250,2518,10,0,27828.8
251,2522,10,0,27871.36
252,2525,10,0,27907.36
253,2536,10,0,28028.48
254,2525,10,0,27907.36
255,2530,10,0,27961.92
256,2530,10,0,27961.92
257,2528,10,0,27937.92
258,2519,10,0,27840.8
259,2528,10,0,27937.92
260,2537,10,0,28040.48
261,2529,9,0,27961.248
262,2535,10,0,28016.48
263,2532,10,0,27985.92
264,2518,10,0,27828.8
265,2526,10,0,27919.36
266,2538,10,0,28047.04
267,2526,10,0,27919.36
268,2536,10,0,28028.48
269,2528,10,0,27937.92
270,2521,10,0,27864.8
271,2516,10,0,27804.8
272,2530,10,0,27961.92
273,2540,11,0,28064.704
274,2535,10,0,28016.48
275,2519,10,0,27840.8
276,2528,10,0,27937.92
277,2530,10,0,27961.92
278,2528,9,0,27949.248
279,2546,10,0,28137.6
280,2527,10,0,27931.36
281,2532,10,0,27985.92
282,2533,10,0,27992.48
283,2528,10,0,27937.92
284,2516,10,0,27810.24
285,2524,10,0,27895.36
286,2531,9,0,27973.92
287,2529,10,0,27949.92
288,2540,10,0,28071.04
289,2534,10,0,28004.48
290,2525,10,0,27907.36
291,2527,10,0,27931.36
292,2521,10,0,27859.36
293,2526,10,0,27919.36
294,2522,9,0,27882.688
295,2526,10,0,27919.36
296,2527,10,0,27925.92
297,2528,10,0,27943.36
298,2529,10,0,27949.92
299,2535,10,0,28016.48
300,2535,10,0,28016.48
301,2524,10,0,27895.36
302,2531,10,0,27973.92
303,2534,10,0,28004.48
