Time,PacketsReceived,ACKsReceived,PacketsLost,Goodput(kbit/s)
0,-1,-1,-1,-1
1,-1,-1,-1,-1
2,0,0,0,0
3,0,0,0,0
4,6,5,0,4.032
5,1536,19,0,16860.992
6,1966,10,0,21705.28
7,1945,10,0,21475.04
8,1946,10,0,21481.6
9,1958,9,0,21626.048
10,1944,10,0,21463.04
11,1942,10,0,21439.04
12,1940,10,0,21415.04
13,1946,10,0,21487.04
14,1958,10,0,21614.72
15,1959,10,0,21626.72
16,1964,10,0,21681.28
17,1951,10,0,21541.6
18,1976,10,0,21814.4
19,1968,10,0,21729.28
20,1959,10,0,21626.72
21,1979,10,0,21850.4
22,1970,10,0,21747.84
23,1966,10,0,21705.28
24,1966,10,0,21705.28
25,1967,10,0,21717.28
26,1978,9,0,21849.728
27,1951,10,0,21536.16
28,1971,10,0,21765.28
29,1965,10,0,21693.28
30,1956,10,0,21590.72
31,1961,10,0,21650.72
32,1967,10,0,21717.28
33,1956,10,0,21596.16
34,1969,10,0,21735.84
35,1957,10,0,21608.16
36,1959,10,0,21626.72
37,1956,10,0,21596.16
38,1942,10,0,21439.04
39,1958,10,0,21614.72
40,1951,11,0,21529.824
41,1957,10,0,21602.72
42,1954,9,0,21572.16
43,1941,10,0,21438.368
44,1947,10,0,21493.6
45,1942,10,0,21439.04
46,1957,10,0,21608.16
47,1958,10,0,21614.72
48,1959,10,0,21626.72
49,1963,10,0,21674.72
50,1969,10,0,21735.84
51,1962,10,0,21662.72
52,1954,10,0,21572.16
53,1972,10,0,21771.84
54,1979,10,0,21850.4
55,1956,10,0,21590.72
56,1970,10,0,21753.28
57,1957,10,0,21602.72
58,1969,10,0,21741.28
59,1969,10,0,21735.84
60,1968,9,0,21740.608
61,1973,10,0,21783.84
62,1959,10,0,21626.72
63,1961,10,0,21650.72
64,1966,10,0,21705.28
65,1967,10,0,21711.84
66,1969,10,0,21741.28
67,1956,10,0,21596.16
68,1967,10,0,21711.84
69,1978,10,0,21838.4
70,1964,10,0,21686.72
71,1961,10,0,21650.72
72,1964,10,0,21681.28
73,1955,10,0,21584.16
74,1966,10,0,21705.28
75,1963,10,0,21669.28
76,1956,11,0,21584.384
77,1965,10,0,21693.28
78,1965,9,0,21704.608
79,1966,10,0,21705.28
80,1966,10,0,21705.28
81,1969,10,0,21741.28
82,1965,10,0,21693.28
83,1953,10,0,21560.16
84,1975,10,0,21807.84
85,1965,10,0,21693.28
86,1967,10,0,21717.28
87,1954,10,0,21572.16
88,1957,10,0,21602.72
89,1964,10,0,21681.28
90,1961,10,0,21650.72
91,1954,10,0,21572.16
92,1984,10,0,21904.96
93,1948,10,0,21505.6
94,1952,10,0,21553.6
95,1950,10,0,21524.16
96,1958,9,0,21626.048
97,1939,10,0,21408.48
98,1961,10,0,21650.72
99,1950,10,0,21524.16
100,1964,10,0,21686.72
101,1960,10,0,21638.72
102,1967,10,0,21717.28
103,1954,11,0,21560.384
104,1960,10,0,21638.72
105,1938,10,0,21391.04
106,1953,10,0,21565.6
107,1946,10,0,21481.6
108,1955,10,0,21584.16
109,1952,10,0,21548.16
110,1957,10,0,21608.16
111,1956,10,0,21590.72
112,1959,9,0,21626.72
113,1956,10,0,21607.488
114,1961,10,0,21650.72
115,1951,10,0,21536.16
116,1949,10,0,21517.6
117,1944,10,0,21463.04
118,1948,10,0,21505.6
119,1948,10,0,21505.6
120,1952,10,0,21548.16
121,1951,10,0,21541.6
122,1951,10,0,21536.16
123,1951,10,0,21541.6
124,1955,10,0,21578.72
125,1948,10,0,21505.6
126,1955,10,0,21584.16
127,1951,10,0,21541.6
128,1954,9,0,21583.488
129,1954,11,0,21560.384
130,1963,10,0,21669.28
131,1954,10,0,21572.16
132,1948,10,0,21505.6
133,1953,10,0,21560.16
134,1951,10,0,21541.6
135,1963,10,0,21669.28
136,1741,9,210,19223.328
137,1972,10,0,21771.84
138,1960,10,0,21638.72
139,1960,10,0,21638.72
140,1960,10,0,21638.72
141,1967,10,0,21717.28
142,1952,10,0,21548.16
143,1957,10,0,21608.16
144,1974,10,0,21790.4
145,1972,9,0,21771.84
146,1963,10,0,21686.048
147,1967,10,0,21711.84
148,1964,10,0,21686.72
149,1965,10,0,21693.28
150,1971,10,0,21759.84
151,1967,10,0,21717.28
152,1964,10,0,21681.28
153,1966,10,0,21705.28
154,1960,10,0,21638.72
155,1974,11,0,21784.064
156,1966,10,0,21705.28
157,1971,10,0,21759.84
158,1985,10,0,21916.96
159,1961,10,0,21650.72
160,1979,10,0,21850.4
161,1965,9,0,21704.608
162,1958,10,0,21614.72
163,1963,10,0,21674.72
164,1967,10,0,21711.84
165,1969,10,0,21741.28
166,1977,10,0,21826.4
167,1978,10,0,21838.4
168,1963,10,0,21674.72
169,1974,10,0,21790.4
170,1956,10,0,21596.16
171,1965,10,0,21693.28
172,1973,10,0,21783.84
173,1971,10,0,21759.84
174,1979,10,0,21850.4
175,1976,10,0,21814.4
176,1974,10,0,21795.84
177,1969,9,0,21735.84
178,1973,10,0,21795.168
179,1970,10,0,21747.84
180,1972,10,0,21771.84
181,1967,11,0,21705.504
182,1964,10,0,21686.72
183,1960,10,0,21638.72
184,1966,10,0,21705.28
185,1962,10,0,21657.28
186,1966,10,0,21705.28
187,1960,10,0,21638.72
188,1966,10,0,21705.28
189,1967,10,0,21717.28
190,1968,10,0,21729.28
191,1964,10,0,21681.28
192,1965,10,0,21693.28
193,1965,10,0,21698.72
194,1962,9,0,21668.608
195,1973,10,0,21783.84
196,1956,10,0,21596.16
197,1974,10,0,21790.4
198,1944,10,0,21463.04
199,1964,10,0,21681.28
200,1969,10,0,21741.28
201,1964,10,0,21681.28
202,1964,10,0,21681.28
203,1960,10,0,21638.72
204,1968,10,0,21729.28
205,1961,10,0,21650.72
206,1980,10,0,21862.4
207,1958,11,0,21602.944
208,1971,10,0,21759.84
209,1961,10,0,21650.72
210,1967,9,0,21728.608
211,1970,10,0,21747.84
212,1976,10,0,21814.4
213,1977,10,0,21831.84
214,1982,10,0,21880.96
215,1959,10,0,21626.72
216,1972,10,0,21771.84
217,1965,10,0,21693.28
218,1968,10,0,21729.28
219,1976,10,0,21814.4
220,1959,10,0,21626.72
221,1978,10,0,21838.4
222,1960,10,0,21638.72
223,1973,10,0,21783.84
224,1961,10,0,21650.72
225,1956,10,0,21596.16
226,1969,10,0,21735.84
227,1966,9,0,21716.608
228,1961,10,0,21650.72
229,1967,10,0,21717.28
230,1965,10,0,21693.28
231,1956,10,0,21596.16
232,1957,10,0,21602.72
233,1968,11,0,21717.504
234,1958,10,0,21614.72
235,1950,10,0,21529.6
236,1971,10,0,21759.84
237,1967,10,0,21717.28
238,1965,10,0,21693.28
239,1957,10,0,21608.16
240,1968,10,0,21723.84
241,1972,10,0,21771.84
242,1962,10,0,21662.72
243,1961,9,0,21662.048
244,1963,10,0,21669.28
245,1965,10,0,21693.28
246,1970,10,0,21753.28
247,1974,10,0,21790.4
248,1962,10,0,21662.72
249,1958,10,0,21614.72
250,1958,10,0,21620.16
251,1951,10,0,21536.16
252,1953,10,0,21560.16
253,1964,10,0,21686.72
254,1970,10,0,21747.84
255,1962,10,0,21662.72
256,1953,10,0,21560.16
257,1960,10,0,21638.72
258,1959,9,0,21638.048
259,1959,11,0,21614.944
260,1960,10,0,21638.72
261,1955,10,0,21584.16
262,1967,10,0,21717.28
263,1965,10,0,21693.28
264,1964,10,0,21681.28
265,1949,10,0,21517.6
266,1965,10,0,21693.28
267,1970,10,0,21753.28
268,1958,10,0,21614.72
269,1972,10,0,21771.84
270,1969,10,0,21735.84
271,1966,10,0,21705.28
272,1964,10,0,21686.72
273,1960,10,0,21638.72
274,1952,9,0,21548.16
275,1968,10,0,21740.608
276,1955,10,0,21578.72
277,1964,10,0,21686.72
278,1963,10,0,21669.28
279,1958,10,0,21620.16
280,1967,10,0,21711.84
281,1957,9,0,21608.16
282,1969,10,0,21735.84
283,1957,10,0,21608.16
284,1956,10,0,21596.16
285,1965,11,0,21681.504
286,1966,10,0,21705.28
287,1972,10,0,21771.84
288,1952,10,0,21548.16
289,1961,10,0,21650.72
290,1955,10,0,21584.16
291,1965,10,0,21693.28
292,1962,9,0,21674.048
293,1968,10,0,21723.84
294,1952,10,0,21553.6
295,1965,10,0,21693.28
296,1969,10,0,21735.84
297,1968,10,0,21729.28
298,1963,10,0,21669.28
299,1956,10,0,21596.16
300,1966,10,0,21705.28
301,1967,10,0,21717.28
302,1959,10,0,21626.72
303,1959,10,0,21626.72
304,1962,5,0,21713.92
305,377,8,0,4107.336
