Time,PacketsReceived,ACKsReceived,PacketsLost,Goodput(kbit/s)
0,-1,-1,-1,-1
1,0,0,0,0
2,0,0,0,0
3,4,2,0,2.688
4,1515,19,0,16630.752
5,1977,10,0,21826.4
6,1977,10,0,21826.4
7,1987,10,0,21940.96
8,1975,10,0,21802.4
9,1981,10,0,21874.4
10,1986,10,0,21923.52
11,1984,10,0,21904.96
12,1979,10,0,21850.4
13,1980,10,0,21862.4
14,1983,10,0,21892.96
15,1988,9,0,21958.848
16,1985,10,0,21916.96
17,1991,10,0,21983.52
18,1980,10,0,21856.96
19,1982,10,0,21886.4
20,1986,10,0,21923.52
21,1973,10,0,21783.84
22,1986,10,0,21928.96
23,1974,10,0,21795.84
24,1989,10,0,21959.52
25,1984,11,0,21893.184
26,1981,10,0,21868.96
27,1975,10,0,21807.84
28,1977,10,0,21826.4
29,1980,10,0,21862.4
30,1980,10,0,21856.96
31,1973,10,0,21783.84
32,1987,9,0,21952.288
33,1979,10,0,21844.96
34,1971,10,0,21765.28
35,1969,10,0,21735.84
36,1977,10,0,21826.4
37,1975,10,0,21807.84
38,1982,10,0,21880.96
39,1974,10,0,21795.84
40,1974,10,0,21790.4
41,1974,10,0,21795.84
42,1984,10,0,21904.96
43,1968,10,0,21729.28
44,1974,10,0,21790.4
45,1983,10,0,21898.4
46,1970,10,0,21747.84
47,1978,11,0,21826.624
48,1967,9,0,21728.608
49,1985,10,0,21916.96
50,1974,10,0,21790.4
51,1973,10,0,21783.84
52,1983,10,0,21892.96
53,1983,10,0,21892.96
54,1976,10,0,21819.84
55,1981,10,0,21868.96
56,1990,10,0,21971.52
57,1980,10,0,21862.4
58,1986,10,0,21928.96
59,1981,10,0,21868.96
60,1983,10,0,21892.96
61,1981,10,0,21874.4
62,1983,10,0,21892.96
63,1983,10,0,21892.96
64,1991,10,0,21983.52
65,1979,9,0,21861.728
66,1985,10,0,21911.52
67,1988,10,0,21952.96
68,1986,11,0,21917.184
69,1984,10,0,21904.96
70,1983,10,0,21892.96
71,1977,10,0,21826.4
72,1981,10,0,21868.96
73,1986,10,0,21928.96
74,1984,10,0,21904.96
75,1977,10,0,21826.4
76,1982,10,0,21886.4
77,1983,10,0,21892.96
78,1985,10,0,21916.96
79,1986,10,0,21923.52
80,1982,10,0,21886.4
81,1976,10,0,21814.4
82,1984,10,0,21904.96
83,1981,9,0,21880.288
84,1986,10,0,21928.96
85,1976,10,0,21814.4
86,1984,10,0,21904.96
87,1978,10,0,21838.4
88,1978,10,0,21838.4
89,1984,10,0,21904.96
90,1977,11,0,21820.064
91,1980,10,0,21856.96
92,1981,10,0,21874.4
93,1975,10,0,21802.4
94,1989,10,0,21959.52
95,1982,10,0,21886.4
96,1983,10,0,21892.96
97,1986,10,0,21928.96
98,1984,10,0,21904.96
99,1972,9,0,21777.728
100,1971,10,0,21765.28
101,1983,10,0,21892.96
102,1973,10,0,21783.84
103,1985,10,0,21911.52
104,1982,10,0,21886.4
105,1987,10,0,21935.52
106,1987,10,0,21940.96
107,1984,10,0,21904.96
108,1980,10,0,21856.96
109,1980,10,0,21862.4
110,1978,10,0,21838.4
111,1987,10,0,21940.96
112,1990,11,0,21959.744
113,1976,10,0,21814.4
114,1976,10,0,21814.4
115,1980,10,0,21862.4
116,1986,10,0,21928.96
117,1985,9,0,21922.848
118,1976,10,0,21819.84
119,1982,10,0,21880.96
120,1983,10,0,21892.96
121,1984,10,0,21904.96
122,1979,10,0,21850.4
123,1977,10,0,21826.4
124,1978,10,0,21838.4
125,1981,10,0,21874.4
126,1981,10,0,21868.96
127,1985,10,0,21916.96
128,1983,10,0,21892.96
129,1979,10,0,21850.4
130,1981,10,0,21874.4
131,1984,10,0,21904.96
132,1980,10,0,21856.96
133,1985,10,0,21905.184
134,1991,10,0,21994.848
135,1976,10,0,21814.4
136,1981,10,0,21874.4
137,1979,10,0,21850.4
138,1978,10,0,21838.4
139,1979,10,0,21844.96
140,1969,10,0,21741.28
141,1978,10,0,21838.4
142,1983,10,0,21892.96
143,1981,10,0,21874.4
144,1983,10,0,21892.96
145,1981,10,0,21868.96
146,1988,10,0,21952.96
147,1984,10,0,21904.96
148,1978,10,0,21838.4
149,1980,10,0,21856.96
150,1989,10,0,21959.52
151,1979,10,0,21850.4
152,1983,9,0,21904.288
153,1983,10,0,21892.96
154,1981,10,0,21874.4
155,1981,11,0,21862.624
156,1990,10,0,21971.52
157,1981,10,0,21868.96
158,1977,10,0,21826.4
159,1987,10,0,21940.96
160,1972,10,0,21771.84
161,1981,10,0,21868.96
162,1978,10,0,21838.4
163,1988,10,0,21952.96
164,1982,10,0,21880.96
165,1987,10,0,21935.52
166,1973,10,0,21783.84
167,1983,10,0,21892.96
168,1973,9,0,21783.84
169,1985,10,0,21928.288
170,1983,10,0,21892.96
171,1978,10,0,21838.4
172,1980,10,0,21862.4
173,1982,10,0,21880.96
174,1976,10,0,21814.4
175,1977,10,0,21831.84
176,1976,11,0,21802.624
177,1974,10,0,21795.84
178,1980,10,0,21856.96
179,1979,10,0,21850.4
180,1981,10,0,21874.4
181,1987,10,0,21935.52
182,1981,10,0,21874.4
183,1975,10,0,21802.4
184,1985,9,0,21916.96
185,1975,10,0,21813.728
186,1980,10,0,21862.4
187,1981,10,0,21874.4
188,1975,10,0,21802.4
189,1973,10,0,21783.84
